image_path,label_name,pred_name,y_true,y_pred,correct,pred_confidence
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021212_2026_04_08_quartz_150\021329_2026_04_08_quartz.jpg,quartz,nephe,4,3,0,0.6053145527839661
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\025112_2026_04_21_tray_150\025237_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999998807907104
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020912_2026_04_08_feldspar_150\020954_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.99941086769104
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023612_2026_04_15_nephe_150\023654_2026_04_15_nephe.jpg,nephe,nephe,3,3,1,0.9934355020523071
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023612_2026_04_15_nephe_150\023681_2026_04_15_nephe.jpg,nephe,nephe,3,3,1,0.9994645714759827
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023012_2026_04_14_nephe_150\023024_2026_04_14_nephe.jpg,nephe,quartz,3,4,0,0.6980051398277283
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023312_2026_04_14_nephe_150\023404_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.9999414682388306
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020762_2026_04_08_feldspar_150\020789_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.909656822681427
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024812_2026_04_21_tray_150\024898_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999997615814209
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021962_2026_04_13_zircon_150\022026_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9999996423721313
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021212_2026_04_08_quartz_150\021323_2026_04_08_quartz.jpg,quartz,quartz,4,4,1,0.791756272315979
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\025112_2026_04_21_tray_150\025166_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999996423721313
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021362_2026_04_08_quartz_150\021436_2026_04_08_quartz.jpg,quartz,nephe,4,3,0,0.6791254878044128
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023462_2026_04_14_nephe_150\023562_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.999675989151001
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020612_2026_04_07_feldspar_150\020732_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.999653697013855
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024812_2026_04_21_tray_150\024867_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999994039535522
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024962_2026_04_21_tray_150\025033_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999959468841553
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019562_2026_04_03_rutile_150\019629_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9990541338920593
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021662_2026_04_09_quartz_150\021751_2026_04_09_quartz.jpg,quartz,quartz,4,4,1,0.9978234767913818
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022562_2026_04_13_zircon_150\022647_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9999970197677612
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023612_2026_04_15_nephe_150\023664_2026_04_15_nephe.jpg,nephe,nephe,3,3,1,0.9998395442962646
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023312_2026_04_14_nephe_150\023415_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.9788233637809753
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024962_2026_04_21_tray_150\024976_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999996423721313
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020312_2026_04_07_feldspar_150\020326_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.9999463558197021
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021362_2026_04_08_quartz_150\021467_2026_04_08_quartz.jpg,quartz,quartz,4,4,1,0.9906903505325317
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019412_2026_04_03_rutile_150\019505_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9997468590736389
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023312_2026_04_14_nephe_150\023320_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.9996387958526611
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023762_2026_04_15_nephe_150\023853_2026_04_15_nephe.jpg,nephe,nephe,3,3,1,0.9737390279769897
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023762_2026_04_15_nephe_150\023890_2026_04_15_nephe.jpg,nephe,nephe,3,3,1,0.9999160766601562
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024062_2026_04_15_garnet_150\024107_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9990816116333008
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022412_2026_04_13_zircon_150\022421_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9999501705169678
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019412_2026_04_03_rutile_150\019465_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9997158646583557
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021962_2026_04_13_zircon_150\022009_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9999978542327881
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023912_2026_04_15_garnet_150\023946_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9999991655349731
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024212_2026_04_15_garnet_150\024220_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9988999366760254
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019562_2026_04_03_rutile_150\019603_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9995249509811401
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024962_2026_04_21_tray_150\025071_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999997615814209
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024812_2026_04_21_tray_150\024822_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999995231628418
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021062_2026_04_08_quartz_150\021181_2026_04_08_quartz.jpg,quartz,quartz,4,4,1,0.4696701765060425
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018662_2026_04_02_monazite-bra_150\018744_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999914169311523
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023612_2026_04_15_nephe_150\023683_2026_04_15_nephe.jpg,nephe,nephe,3,3,1,0.9998100399971008
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019712_2026_04_03_rutile_150\019839_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9999673366546631
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022712_2026_04_13_zircon_150\022851_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9940394163131714
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020462_2026_04_07_feldspar_150\020473_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.8993332386016846
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\025112_2026_04_21_tray_150\025236_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999988079071045
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021662_2026_04_09_quartz_150\021795_2026_04_09_quartz.jpg,quartz,quartz,4,4,1,0.6350156664848328
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023612_2026_04_15_nephe_150\023658_2026_04_15_nephe.jpg,nephe,nephe,3,3,1,0.9998247027397156
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020762_2026_04_08_feldspar_150\020855_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.9998672008514404
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023762_2026_04_15_nephe_150\023843_2026_04_15_nephe.jpg,nephe,nephe,3,3,1,0.710286557674408
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018212_2026_04_02_monazite-bra_150\018242_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999932050704956
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024812_2026_04_21_tray_150\024862_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999997615814209
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020462_2026_04_07_feldspar_150\020555_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.9999161958694458
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023612_2026_04_15_nephe_150\023645_2026_04_15_nephe.jpg,nephe,nephe,3,3,1,0.9975422620773315
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\025112_2026_04_21_tray_150\025176_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999996423721313
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021212_2026_04_08_quartz_150\021275_2026_04_08_quartz.jpg,quartz,nephe,4,3,0,0.824249267578125
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018212_2026_04_02_monazite-bra_150\018214_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999548196792603
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\017762_2026_04_01_rutile_150\017883_2026_04_01_rutile.jpg,rutile,rutile,5,5,1,0.9998798370361328
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022562_2026_04_13_zircon_150\022664_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9999747276306152
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019412_2026_04_03_rutile_150\019444_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9999394416809082
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024212_2026_04_15_garnet_150\024318_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9793016910552979
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021062_2026_04_08_quartz_150\021193_2026_04_08_quartz.jpg,quartz,quartz,4,4,1,0.9923104047775269
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018212_2026_04_02_monazite-bra_150\018286_2026_04_02_monazite-bra.jpg,monazite-bra,quartz,2,4,0,0.8699581623077393
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021962_2026_04_13_zircon_150\022038_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9999548196792603
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022562_2026_04_13_zircon_150\022695_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9999673366546631
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024962_2026_04_21_tray_150\025107_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999977350234985
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021662_2026_04_09_quartz_150\021744_2026_04_09_quartz.jpg,quartz,quartz,4,4,1,0.9894128441810608
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023312_2026_04_14_nephe_150\023358_2026_04_14_nephe.jpg,nephe,monazite-bra,3,2,0,0.4273391366004944
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019712_2026_04_03_rutile_150\019798_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9999841451644897
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\017762_2026_04_01_rutile_150\017787_2026_04_01_rutile.jpg,rutile,rutile,5,5,1,0.9999412298202515
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019412_2026_04_03_rutile_150\019433_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9995695948600769
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024062_2026_04_15_garnet_150\024194_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9997748732566833
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019712_2026_04_03_rutile_150\019857_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9998586177825928
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021662_2026_04_09_quartz_150\021680_2026_04_09_quartz.jpg,quartz,quartz,4,4,1,0.9975110292434692
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019112_2026_04_02_monazite-bra_150\019208_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999901056289673
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022412_2026_04_13_zircon_150\022474_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9999998807907104
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024362_2026_04_16_garnet_150\024476_2026_04_16_garnet.jpg,garnet,garnet,1,1,1,0.9999916553497314
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019562_2026_04_03_rutile_150\019680_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9994910955429077
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023462_2026_04_14_nephe_150\023592_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.9988316893577576
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023912_2026_04_15_garnet_150\023985_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9999972581863403
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024062_2026_04_15_garnet_150\024124_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9649969935417175
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019712_2026_04_03_rutile_150\019829_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9999642372131348
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024662_2026_04_21_tray_150\024710_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999998807907104
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020912_2026_04_08_feldspar_150\020929_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.999559223651886
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019262_2026_04_03_rutile_150\019389_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9998588562011719
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\025562_2026_04_22_tray_150\025647_2026_04_22_tray.jpg,tray,tray,6,6,1,0.9999990463256836
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018962_2026_04_02_monazite-bra_150\018970_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9997528195381165
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024512_2026_04_16_garnet_150\024544_2026_04_16_garnet.jpg,garnet,garnet,1,1,1,0.9999761581420898
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020912_2026_04_08_feldspar_150\020956_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.999968409538269
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020312_2026_04_07_feldspar_150\020440_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.993803858757019
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020462_2026_04_07_feldspar_150\020526_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.9999133348464966
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022862_2026_04_14_zircon_150\022874_2026_04_14_zircon.jpg,zircon,zircon,7,7,1,0.9999988079071045
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018212_2026_04_02_monazite-bra_150\018356_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999977350234985
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022412_2026_04_13_zircon_150\022554_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9987465143203735
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019412_2026_04_03_rutile_150\019450_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9999276399612427
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023762_2026_04_15_nephe_150\023772_2026_04_15_nephe.jpg,nephe,nephe,3,3,1,0.9998051524162292
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023762_2026_04_15_nephe_150\023880_2026_04_15_nephe.jpg,nephe,nephe,3,3,1,0.9089023470878601
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024962_2026_04_21_tray_150\025104_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999957084655762
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021362_2026_04_08_quartz_150\021498_2026_04_08_quartz.jpg,quartz,quartz,4,4,1,0.9795968532562256
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018962_2026_04_02_monazite-bra_150\019082_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999938011169434
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\025112_2026_04_21_tray_150\025141_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999978542327881
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024962_2026_04_21_tray_150\025040_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999996423721313
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018812_2026_04_02_monazite-bra_150\018843_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999982118606567
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024512_2026_04_16_garnet_150\024623_2026_04_16_garnet.jpg,garnet,garnet,1,1,1,0.9999957084655762
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020462_2026_04_07_feldspar_150\020543_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.9685797691345215
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024062_2026_04_15_garnet_150\024186_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9999960660934448
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021062_2026_04_08_quartz_150\021188_2026_04_08_quartz.jpg,quartz,quartz,4,4,1,0.9621005654335022
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\025112_2026_04_21_tray_150\025219_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999994039535522
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023012_2026_04_14_nephe_150\023140_2026_04_14_nephe.jpg,nephe,nephe,3,3,1,0.9997394680976868
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\017762_2026_04_01_rutile_150\017854_2026_04_01_rutile.jpg,rutile,rutile,5,5,1,0.9999302625656128
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021062_2026_04_08_quartz_150\021110_2026_04_08_quartz.jpg,quartz,quartz,4,4,1,0.9872023463249207
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019562_2026_04_03_rutile_150\019670_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9986714124679565
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022712_2026_04_13_zircon_150\022720_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.999393105506897
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022862_2026_04_14_zircon_150\022878_2026_04_14_zircon.jpg,zircon,zircon,7,7,1,0.9997491240501404
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024062_2026_04_15_garnet_150\024165_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9983718991279602
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023912_2026_04_15_garnet_150\023963_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9999029636383057
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024962_2026_04_21_tray_150\025046_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999994039535522
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019562_2026_04_03_rutile_150\019618_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9992837309837341
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024662_2026_04_21_tray_150\024753_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999994039535522
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023612_2026_04_15_nephe_150\023629_2026_04_15_nephe.jpg,nephe,nephe,3,3,1,0.9998015761375427
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018812_2026_04_02_monazite-bra_150\018864_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999043941497803
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024512_2026_04_16_garnet_150\024653_2026_04_16_garnet.jpg,garnet,garnet,1,1,1,0.9999949932098389
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020912_2026_04_08_feldspar_150\020949_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.9999144077301025
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\025562_2026_04_22_tray_150\025693_2026_04_22_tray.jpg,tray,tray,6,6,1,0.9999980926513672
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019112_2026_04_02_monazite-bra_150\019121_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999675750732422
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020762_2026_04_08_feldspar_150\020839_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.9999697208404541
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\021212_2026_04_08_quartz_150\021352_2026_04_08_quartz.jpg,quartz,quartz,4,4,1,0.9979740977287292
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022562_2026_04_13_zircon_150\022679_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9999964237213135
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019412_2026_04_03_rutile_150\019501_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9986574649810791
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\018812_2026_04_02_monazite-bra_150\018834_2026_04_02_monazite-bra.jpg,monazite-bra,monazite-bra,2,2,1,0.9999927282333374
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024212_2026_04_15_garnet_150\024281_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9996715784072876
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024662_2026_04_21_tray_150\024743_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999986886978149
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019562_2026_04_03_rutile_150\019684_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9987014532089233
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023612_2026_04_15_nephe_150\023612_2026_04_15_nephe.jpg,nephe,nephe,3,3,1,0.999383807182312
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020762_2026_04_08_feldspar_150\020813_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.9941843152046204
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\025562_2026_04_22_tray_150\025592_2026_04_22_tray.jpg,tray,tray,6,6,1,0.9999997615814209
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\024062_2026_04_15_garnet_150\024104_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9998644590377808
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020612_2026_04_07_feldspar_150\020627_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.9993175268173218
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020762_2026_04_08_feldspar_150\020877_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.9986794590950012
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\025112_2026_04_21_tray_150\025190_2026_04_21_tray.jpg,tray,tray,6,6,1,0.9999994039535522
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020612_2026_04_07_feldspar_150\020659_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.9998934268951416
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\019262_2026_04_03_rutile_150\019363_2026_04_03_rutile.jpg,rutile,rutile,5,5,1,0.9997898936271667
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020762_2026_04_08_feldspar_150\020781_2026_04_08_feldspar.jpg,feldspar,feldspar,0,0,1,0.9807635545730591
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\022712_2026_04_13_zircon_150\022768_2026_04_13_zircon.jpg,zircon,zircon,7,7,1,0.9997897744178772
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\023912_2026_04_15_garnet_150\023990_2026_04_15_garnet.jpg,garnet,garnet,1,1,1,0.9998530149459839
C:\Users\phuynh\Projects\robotray-main\robotray_v2\sample_outputs_v2\020612_2026_04_07_feldspar_150\020657_2026_04_07_feldspar.jpg,feldspar,feldspar,0,0,1,0.9976109266281128
